lane,auftragsnr,leistdatum,nach_ort,ausgangsrel,stpl,betrag,dlv_expected,delta,ratio,category,phase
IE-Dublin,7091200010870001,2026-01-14,Dublin (Cherry Orchard),0617,1.0000,107.3500,107.3462,0.0038,1.0000,exact_match,in_dlv
IE-Dublin,7091200010919007,2026-01-14,Dublin (Cherry Orchard),0617,1.0000,107.3500,107.3462,0.0038,1.0000,exact_match,in_dlv
IE-Dublin,7091200010918000,2026-01-14,Dublin (Saggart),0617,1.0000,107.3500,107.3462,0.0038,1.0000,exact_match,in_dlv
IE-Dublin,7091200011045002,2026-01-23,Dublin (Saggart),0617,5.0000,497.1300,497.1250,0.0050,1.0000,exact_match,in_dlv
IE-Dublin,7091200011038004,2026-01-23,Dublin (Saggart),0617,12.0000,1244.8700,1244.8748,-0.0048,1.0000,exact_match,in_dlv
IE-Dublin,7091200011064003,2026-01-27,Dublin (Cherry Orchard),0617,1.0000,107.3500,107.3462,0.0038,1.0000,exact_match,in_dlv
IE-Dublin,7091200011065000,2026-01-27,Dublin (Saggart),0617,1.0000,107.3500,107.3462,0.0038,1.0000,exact_match,in_dlv
IE-Dublin,7091200011343009,2026-02-24,Dublin (Saggart),0617,5.0000,542.1300,497.1250,45.0050,1.0905,muster_c_over,in_dlv
IE-Dublin,7091200011365001,2026-02-27,Dublin (Saggart),0617,,415.9500,,,,no_stpl,in_dlv
IE-Dublin,7091200011402003,2026-03-03,Dublin (Saggart),0617,8.0000,837.1400,792.1446,44.9954,1.0568,muster_c_over,in_dlv
IE-Dublin,7091200011445000,2026-03-06,Dublin (Saggart),0617,6.0000,579.1300,579.1250,0.0050,1.0000,exact_match,in_dlv
IE-Dublin,7091200011485006,2026-03-10,Dublin (Saggart),0617,6.4000,698.1400,579.1250,119.0150,1.2055,muster_c_over,in_dlv
IE-Dublin,7091200011524002,2026-03-13,Dublin (Saggart),0617,5.0000,497.1300,497.1250,0.0050,1.0000,exact_match,in_dlv
IE-Dublin,7091200011547001,2026-03-17,Dublin (Saggart),0617,5.0000,497.1300,497.1250,0.0050,1.0000,exact_match,in_dlv
IE-Dublin,7091200011174009,2026-02-10,Dublin (Cherry Orchard),0617,1.0000,107.3500,107.3462,0.0038,1.0000,exact_match,in_dlv
IE-Dublin,7091200011199002,2026-02-10,Dublin (Saggart),0617,2.0000,142.5200,142.5242,-0.0042,1.0000,exact_match,in_dlv
IE-Dublin,7091200011236004,2026-02-13,Dublin (Saggart),0617,10.0000,1018.6700,1018.6696,0.0004,1.0000,exact_match,in_dlv
IE-Dublin,7091200011264007,2026-02-17,Dublin (Saggart),0617,8.0000,792.1400,792.1446,-0.0046,1.0000,exact_match,in_dlv
IE-Dublin,7091200011315006,2026-02-20,Dublin (Saggart),0617,9.0000,943.9600,898.9578,45.0022,1.0501,muster_c_over,in_dlv
IE-Dublin,7091200011620001,2026-03-24,Dublin (Saggart),0617,7.0000,698.1400,653.1382,45.0018,1.0689,muster_c_over,in_dlv
IE-Dublin,7091200011677005,2026-03-27,Dublin (Saggart),0617,7.0000,415.9500,653.1382,-237.1882,0.6368,muster_b_under,in_dlv
IE-Dublin,7091200011700000,2026-03-31,Dublin (Saggart),0617,4.0000,415.9500,415.9532,-0.0032,1.0000,exact_match,in_dlv
IE-Dublin,7091200011787001,2026-04-13,Dublin (Saggart),0617,14.0000,1612.3300,1464.7906,147.5394,1.1007,muster_c_over,in_dlv
IE-Dublin,7091200011786004,2026-04-14,Dublin (Cherry Orchard),0617,1.0000,114.8600,107.3462,7.5138,1.0700,muster_a_7pct,in_dlv
IE-Dublin,7091200011400009,2026-03-03,Dublin (Cherry Orchard),0617,1.0000,114.8600,107.3462,7.5138,1.0700,muster_a_7pct,in_dlv
IE-Dublin,7091200011533004,2026-03-13,Dublin (Cherry Orchard),0617,,114.8600,,,,no_stpl,in_dlv
IE-Dublin,7091200011608009,2026-03-20,Dublin (Cherry Orchard),0617,1.0000,114.8600,107.3462,7.5138,1.0700,muster_a_7pct,in_dlv
IE-Dublin,7091200011728004,2026-04-01,Dublin (Saggart),0617,1.0000,114.8600,107.3462,7.5138,1.0700,muster_a_7pct,in_dlv
ES-MontRoig,7091200010824004,2026-01-05,Mont-Roig del Camp,0882,33.0000,1682.5500,1626.9000,55.6500,1.0342,muster_c_over,in_dlv
ES-MontRoig,7091200010826008,2026-01-05,Mont-Roig del Camp,0882,33.0000,1529.7800,1626.9000,-97.1200,0.9403,muster_b_under,in_dlv
ES-MontRoig,7091200010841001,2026-01-07,Mont-Roig del Camp,0882,31.0000,1524.0000,1479.0000,45.0000,1.0304,muster_c_over,in_dlv
ES-MontRoig,7091200010830005,2026-01-05,Mont-Roig del Camp,0882,11.5000,651.0000,561.0000,90.0000,1.1604,muster_c_over,in_dlv
ES-MontRoig,7091200010874009,2026-01-09,Mont-Roig del Camp,0882,24.0000,1132.2000,1132.2000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200010884008,2026-01-09,Mont-Roig del Camp,0882,33.0000,1626.9000,1626.9000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200010887009,2026-01-12,Mont-Roig del Camp,0882,33.0000,1626.9000,1626.9000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200010891006,2026-01-12,Mont-Roig del Camp,0882,20.5000,1014.0000,923.1000,90.9000,1.0985,muster_c_over,in_dlv
ES-MontRoig,7091200010894007,2026-01-12,Mont-Roig del Camp,0882,1.0000,90.9000,300.9000,-210.0000,0.3021,muster_b_under,in_dlv
ES-MontRoig,7091200010915009,2026-01-13,Mont-Roig del Camp,0882,21.7500,1065.0000,1020.0000,45.0000,1.0441,muster_c_over,in_dlv
ES-MontRoig,7091200010926005,2026-01-14,Mont-Roig del Camp,0882,20.1000,1059.0000,923.1000,135.9000,1.1472,muster_c_over,in_dlv
ES-MontRoig,7091200010961006,2026-01-19,Mont-Roig del Camp,0882,23.0000,1071.0000,1071.0000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200010989000,2026-01-20,Mont-Roig del Camp,0882,18.0500,921.3000,831.3000,90.0000,1.1083,muster_c_over,in_dlv
ES-MontRoig,7091200010993007,2026-01-21,Mont-Roig del Camp,0882,24.5000,1193.1000,1132.2000,60.9000,1.0538,muster_c_over,in_dlv
ES-MontRoig,7091200011043008,2026-01-23,Mont-Roig del Camp,0882,27.5000,1354.8000,1310.7000,44.1000,1.0336,muster_c_over,in_dlv
ES-MontRoig,7091200011049000,2026-01-26,Mont-Roig del Camp,0882,27.0000,1264.8000,1264.8000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011084001,2026-01-28,Mont-Roig del Camp,0882,18.5000,967.2000,831.3000,135.9000,1.1635,muster_c_over,in_dlv
ES-MontRoig,7091200011044005,2026-01-23,Mont-Roig del Camp,0882,34.0000,1626.9000,1626.9000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011050006,2026-01-27,Mont-Roig del Camp,0882,16.0000,784.5000,739.5000,45.0000,1.0609,muster_c_over,in_dlv
ES-MontRoig,7091200011119000,2026-02-02,Mont-Roig del Camp,0882,24.0000,1177.2000,1132.2000,45.0000,1.0397,muster_c_over,in_dlv
ES-MontRoig,7091200011138001,2026-02-03,Mont-Roig del Camp,0882,17.0000,830.4000,785.4000,45.0000,1.0573,muster_c_over,in_dlv
ES-MontRoig,7091200011145009,2026-02-04,Mont-Roig del Camp,0882,18.5000,967.2000,831.3000,135.9000,1.1635,muster_c_over,in_dlv
ES-MontRoig,7091200011189003,2026-02-06,Mont-Roig del Camp,0882,33.0000,1626.9000,1626.9000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011191006,2026-02-09,Reus,0882,4.0000,357.0000,357.0000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011118003,2026-02-02,Reus,0882,1.0000,300.9000,300.9000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200010949004,2026-01-16,Mont-Roig del Camp,0882,34.0000,1626.9000,1626.9000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011223004,2026-02-11,Mont-Roig del Camp,0882,27.5500,1400.7000,1310.7000,90.0000,1.0687,muster_c_over,in_dlv
ES-MontRoig,7091200011322004,2026-02-23,Reus,0882,6.0000,981.5700,382.5000,599.0700,2.5662,muster_c_over,in_dlv
ES-MontRoig,7091200010856005,2026-01-09,Mont-Roig del Camp,0882,10.0000,469.2000,469.2000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200010888006,2026-01-12,Reus,0882,3.0000,346.8000,346.8000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200010882004,2026-01-09,Mont-Roig del Camp,0882,3.5000,402.0000,357.0000,45.0000,1.1261,muster_c_over,in_dlv
ES-MontRoig,7091200010958006,2026-01-16,Mont-Roig del Camp,0882,2.5000,346.8000,326.4000,20.4000,1.0625,muster_c_over,in_dlv
ES-MontRoig,7091200010954008,2026-01-16,Mont-Roig del Camp,0882,1.1000,326.4000,300.9000,25.5000,1.0847,muster_c_over,in_dlv
ES-MontRoig,7091200010960009,2026-01-19,Reus,0882,3.0000,346.8000,346.8000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011052000,2026-01-26,Mont-Roig del Camp,0882,1.0000,300.9000,300.9000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011048003,2026-01-27,Reus,0882,6.0000,382.5000,382.5000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011053007,2026-01-26,Mont-Roig del Camp,0882,0.8500,300.9000,300.9000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011114005,2026-01-30,Mont-Roig del Camp,0882,3.0000,346.8000,346.8000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011111004,2026-01-30,Mont-Roig del Camp,0882,33.8500,1671.9000,1626.9000,45.0000,1.0277,muster_c_over,in_dlv
ES-MontRoig,7091200011337008,2026-02-24,Mont-Roig del Camp,0882,20.0000,923.1000,923.1000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011354005,2026-02-25,Mont-Roig del Camp,0882,30.0000,1492.5000,1402.5000,90.0000,1.0642,muster_c_over,in_dlv
ES-MontRoig,7091200011370005,2026-02-27,Mont-Roig del Camp,4319,34.0000,1626.9000,1626.9000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011377004,2026-02-27,Mont-Roig del Camp,4319,31.5000,1671.9000,1626.9000,45.0000,1.0277,muster_c_over,in_dlv
ES-MontRoig,7091200011388000,2026-03-02,Mont-Roig del Camp,4319,19.6100,1013.1000,923.1000,90.0000,1.0975,muster_c_over,in_dlv
ES-MontRoig,7091200011338005,2026-02-24,Reus,0882,6.0000,981.5700,382.5000,599.0700,2.5662,muster_c_over,in_dlv
ES-MontRoig,7091200011408005,2026-03-03,Mont-Roig del Camp,0807,25.5000,1314.0000,1224.0000,90.0000,1.0735,muster_c_over,in_dlv
ES-MontRoig,7091200011416000,2026-03-04,Mont-Roig del Camp,0807,20.0000,1013.1000,923.1000,90.0000,1.0975,muster_c_over,in_dlv
ES-MontRoig,7091200011446007,2026-03-06,Mont-Roig del Camp,0807,6.0000,427.5000,382.5000,45.0000,1.1176,muster_c_over,in_dlv
ES-MontRoig,7091200011454002,2026-03-06,Mont-Roig del Camp,0807,34.0000,1626.9000,1626.9000,0.0000,1.0000,exact_match,in_dlv
ES-MontRoig,7091200011458000,2026-03-09,Mont-Roig del Camp,0807,33.0000,1402.5000,1626.9000,-224.4000,0.8621,muster_b_under,in_dlv
ES-MontRoig,7091200011471009,2026-03-10,Mont-Roig del Camp,0807,20.0000,968.1000,923.1000,45.0000,1.0487,muster_c_over,in_dlv
ES-MontRoig,7091200011494008,2026-03-11,Mont-Roig del Camp,0807,22.5000,1161.0000,1020.0000,141.0000,1.1382,muster_c_over,in_dlv
ES-MontRoig,7091200011515000,2026-03-13,Mont-Roig del Camp,0807,33.0000,1626.9000,1626.9000,0.0000,1.0000,exact_match,in_dlv
